TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME
msdb,dbo,sysmail_event_log,account_id,7,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_account,account_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_profileaccount,account_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_server,account_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_log,account_id,7,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdac_history_internal,action_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdac_history_internal,action_status,8,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysdac_history_internal,action_status_name,9,,YES,varchar,11,11,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdac_history_internal,action_type,4,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysdac_history_internal,action_type_name,5,,YES,varchar,19,19,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysschedules_localserver_view,active_end_date,14,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules,active_end_date,14,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules,active_end_time,16,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules_localserver_view,active_end_time,16,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules_localserver_view,active_start_date,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules,active_start_date,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules,active_start_time,15,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules_localserver_view,active_start_time,15,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdbmaintplan_history,activity,6,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobsteps,additional_parameters,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,dm_hadr_automatic_seeding_history,ag_db_id,4,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,dm_hadr_automatic_seeding_history,ag_id,3,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,dm_hadr_automatic_seeding_history,ag_remote_replica_id,5,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syssubsystems,agent_exe,5,,YES,nvarchar,255,510,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_monitor_error_detail,agent_id,1,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,log_shipping_monitor_history_detail,agent_id,1,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_managed_instances_internal,agent_proxy_account,6,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_managed_instances,agent_proxy_account,6,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syssessions,agent_start_date,2,,NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,log_shipping_monitor_history_detail,agent_type,2,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,log_shipping_monitor_error_detail,agent_type,2,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_space_utilization_stub,aggregation_type,2,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_cpu_utilization_stub,aggregation_type,2,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysnotifications,alert_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,log_shipping_monitor_alert,alert_job_id,1,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_space_utilization_stub,allocated_space_bytes,11,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,log_shipping_secondaries,allow_role_change,17,((0)),YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_mailitems,append_query_error,22,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_allitems,append_query_error,20,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_sentitems,append_query_error,20,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_unsentitems,append_query_error,20,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_faileditems,append_query_error,20,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_faileditems,attach_query_result_as_file,15,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_unsentitems,attach_query_result_as_file,15,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_sentitems,attach_query_result_as_file,15,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_allitems,attach_query_result_as_file,15,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_mailitems,attach_query_result_as_file,17,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_attachments,attachment,5,,YES,varbinary,-1,-1,,,,,,,,,,,,,
msdb,dbo,sysmail_attachments_transfer,attachment,5,,YES,varbinary,-1,-1,,,,,,,,,,,,,
msdb,dbo,sysmail_mailattachments,attachment,5,,YES,varbinary,-1,-1,,,,,,,,,,,,,
msdb,dbo,sysmail_allitems,attachment_encoding,12,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_sentitems,attachment_encoding,12,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_unsentitems,attachment_encoding,12,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_faileditems,attachment_encoding,12,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_mailitems,attachment_encoding,14,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_attachments,attachment_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_mailattachments,attachment_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sqlagent_info,attribute,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_target_conditions_internal,attribute_name,6,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_check_conditions_internal,attribute_name,5,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_target_conditions,attribute_name,6,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_check_conditions,attribute_name,5,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,AuditLevel,5,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,AuditLevel,5,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,autoadmin_managed_databases,autoadmin_id,1,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,autoadmin_task_agent_metadata,autoadmin_id,2,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,smart_backup_files,availability_group_guid,18,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_logfiles_stub,available_space,19,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_datafiles_stub,available_space,20,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_datafiles,available_space,18,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_volume_space_utilizations,available_space,8,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_volume_space_utilizations,available_space,7,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_utilizations,available_space,10,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_logfiles,available_space,17,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_database_files,available_space,16,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_database_file_space_utilizations,available_space,10,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_space_utilization_stub,available_space_bytes,13,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,backupfile,backed_up_page_count,7,,YES,numeric,,,10,10,0,,,,,,,,,,
msdb,dbo,log_shipping_primary_databases,backup_compression,12,((2)),NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,log_shipping_secondary,backup_destination_directory,5,,NO,nvarchar,500,1000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_primary_databases,backup_directory,3,,NO,nvarchar,500,1000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupset,backup_finish_date,27,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,smart_backup_files,backup_finish_date,13,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,log_shipping_primary_databases,backup_job_id,6,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,smart_backup_files,backup_path,1,,NO,nvarchar,260,520,,,,,,,UNICODE,,,Latin1_General_CI_AS_KS_WS,,,
msdb,dbo,log_shipping_primary_databases,backup_retention_period,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupset,backup_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfile,backup_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfilegroup,backup_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,restorehistory,backup_set_id,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupset,backup_set_uuid,2,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,log_shipping_primary_databases,backup_share,4,,NO,nvarchar,500,1000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,smart_backup_files,backup_size,8,,YES,numeric,,,20,10,0,,,,,,,,,,
msdb,dbo,backupfile,backup_size,23,,YES,numeric,,,20,10,0,,,,,,,,,,
msdb,dbo,backupset,backup_size,33,,YES,numeric,,,20,10,0,,,,,,,,,,
msdb,dbo,log_shipping_secondary,backup_source_directory,4,,NO,nvarchar,500,1000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupset,backup_start_date,26,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,smart_backup_files,backup_start_date,12,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,log_shipping_primaries,backup_threshold,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,log_shipping_monitor_primary,backup_threshold,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,smart_backup_files,backup_type,3,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,BackupDirectory,6,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,BackupDirectory,6,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_volumes_stub,batch_time,11,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_dacs_stub,batch_time,10,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_datafiles_stub,batch_time,4,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_filegroups_stub,batch_time,4,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_databases_stub,batch_time,4,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_computers_stub,batch_time,17,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,batch_time,4,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_ucp_logfiles_stub,batch_time,4,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,backupset,begins_log_chain,49,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_mailitems,blind_copy_recipients,5,,YES,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_faileditems,blind_copy_recipients,5,,YES,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_unsentitems,blind_copy_recipients,5,,YES,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_allitems,blind_copy_recipients,5,,YES,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_sentitems,blind_copy_recipients,5,,YES,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_secondary_databases,block_size,7,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_sentitems,body,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_allitems,body,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_unsentitems,body,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_faileditems,body,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_mailitems,body,9,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_mailitems,body_format,10,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_faileditems,body_format,8,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_unsentitems,body_format,8,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_allitems,body_format,8,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_sentitems,body_format,8,,YES,varchar,20,20,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,BrowserServiceAccount,7,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,BrowserServiceAccount,7,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,BrowserStartMode,8,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,BrowserStartMode,8,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,log_shipping_secondary_databases,buffer_count,8,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,BuildClrVersionString,9,,YES,nvarchar,20,40,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,BuildClrVersionString,9,,YES,nvarchar,20,40,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,BuildNumber,10,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,BuildNumber,10,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_managed_instances,cache_directory,7,,YES,nvarchar,520,1040,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_managed_instances_internal,cache_directory,7,,YES,nvarchar,520,1040,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscachedcredentials,cachedate,4,(getdate()),NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysutility_mi_volumes_stage_internal,capacity_mb,3,((0.0)),NO,decimal,,,20,10,0,,,,,,,,,,
msdb,dbo,backupset,catalog_family_number,8,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupset,catalog_media_number,9,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,syscategories,category_class,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscategories,category_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysalerts,category_id,25,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysoperators,category_id,20,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,category_id,7,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,category_id,7,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscategories,category_type,3,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupset,checkpoint_lsn,23,,YES,numeric,,,25,10,0,,,,,,,,,,
msdb,dbo,autoadmin_task_agents,className,4,,NO,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobsteps,cmdexec_success_code,8,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysalerts_performance_counters_view,cntr_type,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysalerts_performance_counters_view,cntr_value,4,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,backupset,code_page,30,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_databases_stub,Collation,7,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,Collation,11,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,Collation,11,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_databases,Collation,3,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupset,collation_name,40,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,CollationID,12,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,CollationID,12,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_tsql_query_collector,collection_item_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log,collection_item_id,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_items,collection_item_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_items_internal,collection_item_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log_internal,collection_item_id,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_sets_internal,collection_job_id,10,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_sets,collection_job_id,10,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_sets,collection_mode,7,,NO,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_sets_internal,collection_mode,12,((0)),NO,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,syscollector_collector_types_internal,collection_package_folderid,7,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collector_types,collection_package_id,5,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_tsql_query_collector,collection_package_id,4,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collector_types,collection_package_name,7,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collector_types_internal,collection_package_name,6,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collector_types,collection_package_path,6,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets_internal,collection_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_items,collection_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log,collection_set_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_tsql_query_collector,collection_set_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_sets,collection_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_items_internal,collection_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log_full,collection_set_id,13,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log_internal,collection_set_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_sets,collection_set_uid,2,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_tsql_query_collector,collection_set_uid,1,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_sets_internal,collection_set_uid,2,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,collection_time,4,,YES,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,sysutility_mi_session_statistics_internal,collection_time,1,,NO,datetimeoffset,,,,,,7,,,,,,,,,
msdb,dbo,syscollector_collection_items_internal,collector_type_uid,3,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collector_types_internal,collector_type_uid,1,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collector_types,collector_type_uid,1,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_items,collector_type_uid,3,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysmaintplan_logdetail,command,12,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobsteps,command,5,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdac_history_internal,comments,15,,NO,varchar,-1,-1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,ComparisonStyle,13,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,ComparisonStyle,13,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupset,compatibility_level,31,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_databases_stub,CompatibilityLevel,8,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_databases,CompatibilityLevel,4,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,dm_hadr_automatic_seeding_history,completion_time,2,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,backupset,compressed_backup_size,60,,YES,numeric,,,20,10,0,,,,,,,,,,
msdb,dbo,sysssislog,computer,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdtslog90,computer,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_mi_cpu_stage_internal,computer_collect_time_end_ticks,17,((0.0)),NO,decimal,,,20,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_cpu_stage_internal,computer_collect_time_start_ticks,13,((0.0)),NO,decimal,,,20,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_computers,computer_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_health,computer_processor_health_state,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_health,computer_processor_health_state,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_cpu_stage_internal,computer_processor_idle_end_ticks,16,((0.0)),NO,decimal,,,20,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_cpu_stage_internal,computer_processor_idle_start_ticks,12,((0.0)),NO,decimal,,,20,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_cpu_stage_internal,computer_processor_usage_percentage,22,,YES,real,,,24,2,,,,,,,,,,,
msdb,dbo,sysutility_ucp_computer_policies,computer_urn,2,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,ComputerNamePhysicalNetBIOS,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,ComputerNamePhysicalNetBIOS,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policies_internal,condition_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_target_set_levels_internal,condition_id,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_conditions,condition_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_target_set_levels,condition_id,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_policies,condition_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_conditions_internal,condition_id,1,,NO,int,,,10,10,0,,,,,,,,,,
