TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME
msdb,dbo,backupset,description,14,,YES,nvarchar,255,510,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobs,description,5,,YES,nvarchar,512,1024,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_mi_dac_execution_statistics_internal,description,5,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_log,description,4,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions,description,4,,NO,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,logmarkhistory,description,3,,YES,nvarchar,255,510,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_registered_servers_internal,description,5,,NO,nvarchar,2048,4096,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysssispackages,description,3,,YES,nvarchar,1024,2048,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_server_groups_internal,description,3,,NO,nvarchar,2048,4096,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobs_view,description,5,,YES,nvarchar,512,1024,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policies,description,9,,NO,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmaintplan_plans,description,3,,YES,nvarchar,1024,2048,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_profile,description,3,,YES,nvarchar,256,512,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets,description,14,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_event_log,description,4,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions_internal,description,4,(''),NO,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_account,description,3,,YES,nvarchar,256,512,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdac_instances,description,5,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets_internal,description,14,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdac_instances_internal,description,5,(''),YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets_internal,description_id,15,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syssubsystems,description_id,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,MSdatatype_mappings,dest_create_params,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,MSdbms_datatype_mapping,dest_createparams,8,((0)),YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,MSdbms_datatype_mapping,dest_datatype_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,MSdbms_map,dest_dbms_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,MSdbms_datatype_mapping,dest_length,6,(NULL),YES,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,MSdbms_datatype_mapping,dest_nullable,7,(NULL),YES,bit,,,,,,,,,,,,,,,
msdb,dbo,MSdatatype_mappings,dest_nullable,6,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,MSdatatype_mappings,dest_prec,4,,YES,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,MSdbms_datatype_mapping,dest_precision,4,(NULL),YES,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,MSdbms_datatype_mapping,dest_scale,5,(NULL),YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,MSdatatype_mappings,dest_type,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,Latin1_General_CI_AI,,,
msdb,dbo,sysdatatypemappings,destination_createparams,20,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,restorehistory,destination_database_name,3,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdatatypemappings,destination_dbms,13,,NO,nvarchar,128,256,,,,,,,UNICODE,,,Latin1_General_CI_AI,,,
msdb,dbo,sysdatatypemappings,destination_length,16,,YES,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,sysdatatypemappings,destination_nullable,19,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,restorefile,destination_phys_drive,3,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,restorefile,destination_phys_name,4,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdatatypemappings,destination_precision,17,,YES,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,sysdatatypemappings,destination_scale,18,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdatatypemappings,destination_type,15,,NO,nvarchar,128,256,,,,,,,UNICODE,,,Latin1_General_CI_AI,,,
msdb,dbo,sysdatatypemappings,destination_version,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,Latin1_General_CI_AI,,,
msdb,dbo,sysutility_ucp_policy_violations_internal,detail_id,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_policy_execution_history_details,detail_id,1,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_violations,detail_id,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_policy_execution_history_details_internal,detail_id,1,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,restorehistory,device_count,11,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupmediafamily,device_type,7,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupset,differential_base_guid,59,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,backupfile,differential_base_guid,22,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,backupfile,differential_base_lsn,21,,YES,numeric,,,25,10,0,,,,,,,,,,
msdb,dbo,backupset,differential_base_lsn,58,,YES,numeric,,,25,10,0,,,,,,,,,,
msdb,dbo,log_shipping_secondary_databases,disconnect_users,6,,NO,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_account,display_name,5,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,autoadmin_managed_databases,drop_date,6,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,backupfile,drop_lsn,17,,YES,numeric,,,25,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_sets_internal,dump_on_any_error,17,((0)),NO,bit,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_sets,dump_on_any_error,15,,NO,bit,,,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_sets,dump_on_codes,16,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets_internal,dump_on_codes,18,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdbmaintplan_history,duration,9,((0)),YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log_full,duration,9,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,Edition,17,,YES,nvarchar,64,128,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,Edition,17,,YES,nvarchar,64,128,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_account,email_address,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoperators,email_address,4,,YES,nvarchar,100,200,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_server,enable_ssl,8,((0)),NO,bit,,,,,,,,,,,,,,,
msdb,dbo,syspolicy_target_sets,enabled,5,,NO,bit,,,,,,,,,,,,,,,
msdb,dbo,sysjobs_view,enabled,4,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysschedules_localserver_view,enabled,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysoperators,enabled,3,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysalerts,enabled,8,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,syspolicy_target_sets_internal,enabled,5,,NO,bit,,,,,,,,,,,,,,,
msdb,dbo,sysschedules,enabled,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysproxies,enabled,4,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysjobs,enabled,4,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,autoadmin_backup_configuration_summary,EncryptionAlgorithm,6,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,autoadmin_backup_configurations,EncryptionAlgorithm,7,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_databases_stub,EncryptionEnabled,10,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_databases,EncryptionEnabled,6,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,backupset,encryptor_thumbprint,62,,YES,varbinary,20,20,,,,,,,,,,,,,
msdb,dbo,backupset,encryptor_type,63,,YES,nvarchar,32,64,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_internal,end_date,4,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,syspolicy_policy_execution_history,end_date,4,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysmaintplan_log,end_time,5,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysmaintplan_logdetail,end_time,9,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysdbmaintplan_history,end_time,8,(getdate()),NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysdtslog90,endtime,9,,NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysssislog,endtime,9,,NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,EngineEdition,18,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,EngineEdition,18,,YES,smallint,,,5,10,0,,,,,,,,,,
msdb,dbo,systargetservers,enlist_date,5,CREATE DEFAULT default_current_date AS GETDATE(),NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,systargetservers_view,enlist_date,3,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,systargetservers,enlisted_by_nt_user,9,,NO,nvarchar,100,200,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,dm_hadr_automatic_seeding_history,error_code,12,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,suspect_pages,error_count,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdownloadlist,error_message,7,CREATE DEFAULT default_sdl_error_message AS NULL,YES,nvarchar,1024,2048,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmaintplan_logdetail,error_message,11,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmaintplan_logdetail,error_number,10,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdbmaintplan_history,error_number,11,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdac_history_internal,error_string,16,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,ErrorLogPath,19,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,ErrorLogPath,19,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysssislog,event,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdtslog90,event,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysalerts,event_category_id,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_execution_internal,event_data,3,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,sysalerts,event_description_keyword,17,,YES,nvarchar,100,200,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syssubsystems,event_entry_point,7,,YES,nvarchar,30,60,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysalerts,event_id,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_facet_events,event_name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysalerts,event_source,3,,NO,nvarchar,100,200,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,suspect_pages,event_type,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_log,event_type,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmail_event_log,event_type,2,,NO,varchar,11,11,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_details,exception,8,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history,exception,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_details_internal,exception,9,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_internal,exception,8,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_internal,exception_message,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_details_internal,exception_message,8,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history_details,exception_message,7,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_execution_history,exception_message,6,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_sentitems,exclude_query_output,19,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_allitems,exclude_query_output,19,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_faileditems,exclude_query_output,19,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_unsentitems,exclude_query_output,19,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_mailitems,exclude_query_output,21,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmail_mailitems,execute_query_database,16,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_unsentitems,execute_query_database,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_faileditems,execute_query_database,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_allitems,execute_query_database,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_sentitems,execute_query_database,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_violations,execution_date,8,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,syspolicy_policy_execution_history_details,execution_date,4,,NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,syspolicy_policy_execution_history_details_internal,execution_date,5,(getdate()),NO,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_violations_internal,execution_date,8,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,syspolicy_policies_internal,execution_mode,6,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_policies,execution_mode,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_management_facets,execution_mode,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats,execution_row_count_errors,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats_internal,execution_row_count_errors,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats_internal,execution_row_count_in,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats,execution_row_count_in,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats,execution_row_count_out,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats_internal,execution_row_count_out,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats_internal,execution_time_ms,6,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_stats,execution_time_ms,6,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdtslog90,executionid,7,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysssislog,executionid,7,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,backupset,expiration_date,11,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,smart_backup_files,expiration_date,4,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,syspolicy_conditions,expression,10,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions_internal,expression,9,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,external_libraries_installed,external_library_id,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_conditions,facet,9,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_object_sets,facet_id,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_conditions_internal,facet_id,8,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_object_sets_internal,facet_id,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_check_conditions_internal,facet_name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_check_conditions,facet_name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_target_conditions,facet_name,5,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_object_sets,facet_name,4,,NO,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_policy_target_conditions_internal,facet_name,5,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_execution_log_full,failure_message,10,,YES,nvarchar,2048,4096,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_execution_log_internal,failure_message,13,,YES,nvarchar,2048,4096,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_execution_log,failure_message,14,,YES,nvarchar,2048,4096,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,dm_hadr_automatic_seeding_history,failure_state,10,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,dm_hadr_automatic_seeding_history,failure_state_desc,11,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupset,family_guid,57,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,backupmediafamily,family_sequence_number,2,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_file_space_health_internal,fg_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_dac_file_space_health_internal,fg_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_health,fg_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_mi_file_space_health,fg_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_allitems,file_attachments,11,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_sentitems,file_attachments,11,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_faileditems,file_attachments,11,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_unsentitems,file_attachments,11,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_mailitems,file_attachments,13,,YES,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupfile,file_guid,18,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,suspect_pages,file_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,restorefile,file_number,2,,YES,numeric,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfile,file_number,6,,NO,numeric,,,10,10,0,,,,,,,,,,
msdb,dbo,log_shipping_secondary,file_retention_period,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfile,file_size,10,,YES,numeric,,,20,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_health,file_space_health_state,4,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_health,file_space_health_state,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_file_space_health,file_type,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_health,file_type,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_database_file_space_utilizations,file_type,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_utilizations,file_type,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_database_files,file_type,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfile,file_type,8,,YES,char,1,1,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_mi_file_space_health_internal,file_type,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_file_space_health_internal,file_type,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfilegroup,filegroup_guid,4,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,backupfile,filegroup_guid,24,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,backupfilegroup,filegroup_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupfile,filegroup_name,4,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,restorefilegroup,filegroup_name,2,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_space_utilization_stub,filegroup_name,8,(''),NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_datafiles_stub,filegroup_name,7,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_database_files,filegroup_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_mi_database_file_space_utilizations,filegroup_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_utilizations,filegroup_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_datafiles,filegroup_name,13,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_filegroups_with_policy_violations_internal,filegroup_name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_datafiles,FileName,9,,YES,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_mailattachments,filename,3,,NO,nvarchar,260,520,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
